,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO
COIL201704,34,St Louis,COIL,Collinsville,201704,1206,751013.54,110444.84,26,0.1470610503240727,1189.0
COIL201705,34,St Louis,COIL,Collinsville,201705,1842,786636.92,114559.76,20,0.14563232043571003,1300.0
COIL201706,34,St Louis,COIL,Collinsville,201706,1160,988277.29,234814.34,23,0.23759965181432025,1325.0
COIL201707,34,St Louis,COIL,Collinsville,201707,994,753712.85,88267.26,93,0.11710993118931168,1157.0
COIL201708,34,St Louis,COIL,Collinsville,201708,1377,873819.52,127665.48,78,0.14610051283816594,1245.0
COIL201709,34,St Louis,COIL,Collinsville,201709,1023,609184.5,114563.49,21,0.18806041519441155,1023.0
COIL201710,34,St Louis,COIL,Collinsville,201710,1186,874821.33,140581.86,33,0.1606977964289005,1225.0
COIL201711,34,St Louis,COIL,Collinsville,201711,1127,726667.92,117539.63,22,0.16175150541942185,1187.0
COIL201712,34,St Louis,COIL,Collinsville,201712,1189,960964.97,124945.82,20,0.13002120150123683,997.0
COIL201801,34,St Louis,COIL,Collinsville,201801,1286,586271.17,93629.09,24,0.1597027020789714,1190.0
COIL201802,34,St Louis,COIL,Collinsville,201802,986,566475.72,90897.06,24,0.16046064604498847,1112.0
COIL201803,34,St Louis,COIL,Collinsville,201803,975,635066.97,103752.37,28,0.16337232906318525,1285.0
COIL201804,34,St Louis,COIL,Collinsville,201804,797,702276.64,116904.23,30,0.16646464276527836,1166.0
COIL201805,34,St Louis,COIL,Collinsville,201805,967,985988.91,151527.31,18,0.1536805419038638,1360.0
COIL201806,34,St Louis,COIL,Collinsville,201806,543,860463.06,120790.98,27,0.14037904195445647,1099.0
COIL201807,34,St Louis,COIL,Collinsville,201807,343,1041794.55,169483.27,24,0.16268396681476208,1288.0
COIL201808,34,St Louis,COIL,Collinsville,201808,540,1121714.85,169251.74,27,0.15088660010162117,1334.0
COIL201809,34,St Louis,COIL,Collinsville,201809,418,932286.44,147769.8,15,0.15850257352236077,1113.0
COIL201810,34,St Louis,COIL,Collinsville,201810,368,956090.31,143428.88,19,0.15001603771091457,1177.0
COIL201811,34,St Louis,COIL,Collinsville,201811,390,1310446.69,139021.0,18,0.10608672680916155,945.0
COIL201812,34,St Louis,COIL,Collinsville,201812,410,1311414.26,134862.52,13,0.10283746647684004,913.0
COIL201901,34,St Louis,COIL,Collinsville,201901,463,594174.29,81055.32,28,0.1364167406166295,1109.0
COIL201902,34,St Louis,COIL,Collinsville,201902,424,665563.01,82727.89,21,0.12429760782529065,988.0
COIL201903,34,St Louis,COIL,Collinsville,201903,491,1359332.77,153358.4,11,0.11281887951542578,1017.0
COMO201701,34,St Louis,COMO,"Columbia, MO",201701,243,543311.78,94249.89,5,0.17347293666262859,527.0
COMO201702,34,St Louis,COMO,"Columbia, MO",201702,299,466193.72,72699.49,8,0.15594266263389392,519.0
COMO201703,34,St Louis,COMO,"Columbia, MO",201703,380,487921.32,69401.99,14,0.14224012592850013,596.0
COMO201704,34,St Louis,COMO,"Columbia, MO",201704,477,444133.5,74920.04,7,0.1686881084178518,525.0
COMO201705,34,St Louis,COMO,"Columbia, MO",201705,394,825193.69,109467.15,15,0.13265631005976306,568.0
COMO201706,34,St Louis,COMO,"Columbia, MO",201706,373,605944.82,131940.79,12,0.21774390281940198,534.0
COMO201707,34,St Louis,COMO,"Columbia, MO",201707,446,481731.9,58797.08,9,0.12205353226556098,454.0
COMO201708,34,St Louis,COMO,"Columbia, MO",201708,405,628479.73,114280.57,14,0.18183652478338483,594.0
COMO201709,34,St Louis,COMO,"Columbia, MO",201709,265,520394.15,65528.51,13,0.1259209197490018,502.0
COMO201710,34,St Louis,COMO,"Columbia, MO",201710,469,646882.34,92752.06,16,0.14338320010405603,603.0
COMO201711,34,St Louis,COMO,"Columbia, MO",201711,503,562496.67,74743.43,8,0.13287799552662238,473.0
COMO201712,34,St Louis,COMO,"Columbia, MO",201712,481,499272.1,59222.0,11,0.11861668216589712,461.0
COMO201801,34,St Louis,COMO,"Columbia, MO",201801,454,584657.96,60873.77,16,0.10411860295205765,516.0
COMO201802,34,St Louis,COMO,"Columbia, MO",201802,419,543308.57,63307.51,17,0.11652220026641584,490.0
COMO201803,34,St Louis,COMO,"Columbia, MO",201803,520,405097.12,8036.98,13,0.019839637467676887,504.0
COMO201804,34,St Louis,COMO,"Columbia, MO",201804,421,492210.32,112314.94,14,0.2281848539868079,452.0
COMO201805,34,St Louis,COMO,"Columbia, MO",201805,561,783351.99,95359.27,29,0.12173233899616442,573.0
COMO201806,34,St Louis,COMO,"Columbia, MO",201806,459,567294.04,74296.6,17,0.13096665002861654,612.0
COMO201807,34,St Louis,COMO,"Columbia, MO",201807,581,402977.84,55365.77,12,0.13739159949837437,516.0
COMO201808,34,St Louis,COMO,"Columbia, MO",201808,443,379345.6,51371.23,22,0.13542065599284664,546.0
COMO201809,34,St Louis,COMO,"Columbia, MO",201809,366,294693.88,54616.13,21,0.18533174153463924,423.0
COMO201810,34,St Louis,COMO,"Columbia, MO",201810,437,495016.09,54677.14,14,0.11045527833246793,549.0
COMO201811,34,St Louis,COMO,"Columbia, MO",201811,364,462269.16,54889.92,19,0.1187401729330159,409.0
COMO201812,34,St Louis,COMO,"Columbia, MO",201812,418,508738.22,73415.26,12,0.14430852079484022,420.0
COMO201901,34,St Louis,COMO,"Columbia, MO",201901,463,366955.31,50386.12,11,0.13730860033065062,555.0
COMO201902,34,St Louis,COMO,"Columbia, MO",201902,383,448465.69,57577.86,14,0.1283885507495568,446.0
COMO201903,34,St Louis,COMO,"Columbia, MO",201903,465,698975.38,71049.22,18,0.101647671767781,506.0
EVIN201701,34,St Louis,EVIN,Evansville,201701,2233,835168.21,182323.89,52,0.21830798612413663,2257.0
EVIN201702,34,St Louis,EVIN,Evansville,201702,2228,1346879.0,260097.31,61,0.19311111837069253,2493.0
EVIN201703,34,St Louis,EVIN,Evansville,201703,2181,1640151.75,293162.91,70,0.17874133292849273,2745.0
EVIN201704,34,St Louis,EVIN,Evansville,201704,1642,1388938.46,253217.08,47,0.18230979074479656,2468.0
EVIN201705,34,St Louis,EVIN,Evansville,201705,2069,1564287.88,283806.6,60,0.18142862552895314,2481.0
EVIN201706,34,St Louis,EVIN,Evansville,201706,1996,2128860.97,339380.01,47,0.1594185880536858,2865.0
EVIN201707,34,St Louis,EVIN,Evansville,201707,1780,1440181.77,272315.95,48,0.18908443064100167,2415.0
EVIN201708,34,St Louis,EVIN,Evansville,201708,3410,2478435.94,392461.74,56,0.15835056846375462,3277.0
EVIN201709,34,St Louis,EVIN,Evansville,201709,2367,1742533.8,298710.92,60,0.17142331471561698,2598.0
EVIN201710,34,St Louis,EVIN,Evansville,201710,2869,2022946.44,360881.09,67,0.17839379375758463,2791.0
EVIN201711,34,St Louis,EVIN,Evansville,201711,2413,1796537.0,370074.79,80,0.2059934139959266,2614.0
EVIN201712,34,St Louis,EVIN,Evansville,201712,2355,1264334.74,256482.48,53,0.20285963193576412,2231.0
EVIN201801,34,St Louis,EVIN,Evansville,201801,2182,3107693.82,366272.6,59,0.11785993769489171,2545.0
EVIN201802,34,St Louis,EVIN,Evansville,201802,2450,1619190.75,267014.1,44,0.16490589512075707,2445.0
EVIN201803,34,St Louis,EVIN,Evansville,201803,2624,1734436.17,295195.13,54,0.17019659478157678,2703.0
EVIN201804,34,St Louis,EVIN,Evansville,201804,2081,1628557.08,338525.38,50,0.207868292832573,2729.0
EVIN201805,34,St Louis,EVIN,Evansville,201805,2642,1885565.73,352206.41,57,0.1867908418127646,3175.0
EVIN201806,34,St Louis,EVIN,Evansville,201806,3304,1860895.28,366432.75,68,0.19691207449352013,3073.0
EVIN201807,34,St Louis,EVIN,Evansville,201807,2809,2009682.99,384901.9,66,0.19152368901724148,2910.0
EVIN201808,34,St Louis,EVIN,Evansville,201808,3189,1868036.75,328835.1,88,0.17603245760555833,3324.0
EVIN201809,34,St Louis,EVIN,Evansville,201809,2826,1678245.36,327974.73,58,0.19542716328439602,2818.0
EVIN201810,34,St Louis,EVIN,Evansville,201810,3454,2422334.16,409374.84,88,0.1690001514902469,3197.0
EVIN201811,34,St Louis,EVIN,Evansville,201811,2385,1742203.96,352584.67,92,0.20237852633511405,2571.0
EVIN201812,34,St Louis,EVIN,Evansville,201812,2358,1723917.1,328540.62,73,0.190577969207452,2220.0
EVIN201901,34,St Louis,EVIN,Evansville,201901,2728,1573605.01,277772.93,69,0.1765201103420483,2866.0
EVIN201902,34,St Louis,EVIN,Evansville,201902,2456,1231236.59,277582.24,69,0.22544996002758494,2679.0
EVIN201903,34,St Louis,EVIN,Evansville,201903,2787,1604695.54,343135.64,64,0.2138322388557271,2789.0
JATN201701,34,St Louis,JATN,Jackson TN,201701,329,393842.69,82522.07,13,0.209530536164071,736.0
JATN201702,34,St Louis,JATN,Jackson TN,201702,400,287178.52,55712.9,17,0.1940009301531326,745.0
JATN201703,34,St Louis,JATN,Jackson TN,201703,657,596654.87,95801.46,19,0.16056428065357115,876.0
JATN201704,34,St Louis,JATN,Jackson TN,201704,454,261587.9,56862.65,14,0.21737492445178083,731.0
JATN201705,34,St Louis,JATN,Jackson TN,201705,695,655650.9,100972.91,20,0.15400407442436212,945.0
JATN201706,34,St Louis,JATN,Jackson TN,201706,405,609930.57,100521.99,13,0.164808906036633,843.0
JATN201707,34,St Louis,JATN,Jackson TN,201707,458,552428.17,74919.39,10,0.13561833749354235,705.0
JATN201708,34,St Louis,JATN,Jackson TN,201708,499,460156.71,74818.56,16,0.16259365206257667,985.0
JATN201709,34,St Louis,JATN,Jackson TN,201709,367,385204.17,66082.35,20,0.17155149177123397,808.0
JATN201710,34,St Louis,JATN,Jackson TN,201710,689,355138.08,71040.5,21,0.20003627884680797,872.0
JATN201711,34,St Louis,JATN,Jackson TN,201711,986,695829.83,111208.89,31,0.15982196394195977,858.0
JATN201712,34,St Louis,JATN,Jackson TN,201712,666,367559.09,72159.75,14,0.1963214948649481,661.0
JATN201801,34,St Louis,JATN,Jackson TN,201801,444,460059.44,86344.42,18,0.18768100921915654,775.0
JATN201802,34,St Louis,JATN,Jackson TN,201802,460,535669.92,96507.97,15,0.18016313105652823,776.0
JATN201803,34,St Louis,JATN,Jackson TN,201803,504,599412.89,103695.99,21,0.17299592940018357,964.0
JATN201804,34,St Louis,JATN,Jackson TN,201804,481,750295.01,113330.74,19,0.1510482390120121,1025.0
JATN201805,34,St Louis,JATN,Jackson TN,201805,524,610851.92,104258.59,22,0.17067735499628126,1063.0
JATN201806,34,St Louis,JATN,Jackson TN,201806,522,472029.44,82623.52,29,0.17503891282713216,1075.0
JATN201807,34,St Louis,JATN,Jackson TN,201807,433,533728.38,85558.58,16,0.16030359862070667,1084.0
JATN201808,34,St Louis,JATN,Jackson TN,201808,618,521232.85,80040.46,27,0.15355989170674875,1205.0
JATN201809,34,St Louis,JATN,Jackson TN,201809,471,582615.65,80960.61,30,0.13896058233245193,905.0
JATN201810,34,St Louis,JATN,Jackson TN,201810,567,685671.78,171630.63,28,0.25031018485258355,1139.0
JATN201811,34,St Louis,JATN,Jackson TN,201811,434,526219.68,88734.56,20,0.16862645653997582,879.0
JATN201812,34,St Louis,JATN,Jackson TN,201812,576,721201.76,93556.87,12,0.12972357416321334,730.0
JATN201901,34,St Louis,JATN,Jackson TN,201901,422,642946.14,87458.37,26,0.13602752168323148,1014.0
JATN201902,34,St Louis,JATN,Jackson TN,201902,487,590440.74,82749.12,18,0.1401480527918856,1023.0
JATN201903,34,St Louis,JATN,Jackson TN,201903,425,598559.72,90228.05,24,0.15074193432194202,1024.0
JCMO201701,34,St Louis,JCMO,Jefferson City,201701,1572,759081.77,132906.08,57,0.17508796186740197,1602.0
JCMO201702,34,St Louis,JCMO,Jefferson City,201702,1099,938164.55,182021.61,49,0.19401885308925815,1310.0
JCMO201703,34,St Louis,JCMO,Jefferson City,201703,1700,976032.69,193469.94,39,0.19822075836414865,1447.0
JCMO201704,34,St Louis,JCMO,Jefferson City,201704,1222,752689.43,127328.15,46,0.169164259421047,1191.0
JCMO201705,34,St Louis,JCMO,Jefferson City,201705,1823,887112.9,186206.21,75,0.209901366556613,1446.0
JCMO201706,34,St Louis,JCMO,Jefferson City,201706,1754,1405651.75,232492.6,46,0.16539843528100043,1442.0
JCMO201707,34,St Louis,JCMO,Jefferson City,201707,1274,765225.51,149156.21,52,0.19491797914578146,1315.0
JCMO201708,34,St Louis,JCMO,Jefferson City,201708,1251,934098.76,196567.23,56,0.21043516854684616,1580.0
JCMO201709,34,St Louis,JCMO,Jefferson City,201709,1325,775603.04,156753.39,39,0.2021051774113727,1440.0
JCMO201710,34,St Louis,JCMO,Jefferson City,201710,1217,1250182.66,235553.33,56,0.18841513127369725,1526.0
JCMO201711,34,St Louis,JCMO,Jefferson City,201711,1103,968218.24,247945.64,41,0.2560844546783172,1379.0
JCMO201712,34,St Louis,JCMO,Jefferson City,201712,1116,1153591.8,103846.87,63,0.0900204647779223,1343.0
JCMO201801,34,St Louis,JCMO,Jefferson City,201801,1009,969971.82,167621.59,51,0.17281078330708619,1418.0
JCMO201802,34,St Louis,JCMO,Jefferson City,201802,1171,957171.97,180422.21,39,0.18849508307268964,1390.0
JCMO201803,34,St Louis,JCMO,Jefferson City,201803,1332,1125541.7,218742.43,48,0.19434413669435793,1467.0
JCMO201804,34,St Louis,JCMO,Jefferson City,201804,1133,834221.9,250771.41,62,0.30060516272708737,1519.0
JCMO201805,34,St Louis,JCMO,Jefferson City,201805,1353,1178084.3,117454.71,50,0.09969974983963371,1879.0
JCMO201806,34,St Louis,JCMO,Jefferson City,201806,1248,1302925.74,225664.54,65,0.17319831289847726,1845.0
JCMO201807,34,St Louis,JCMO,Jefferson City,201807,1716,1387654.63,220885.11,79,0.1591787359942726,1699.0
JCMO201808,34,St Louis,JCMO,Jefferson City,201808,1879,1197979.05,211020.66,76,0.17614720390978456,1956.0
JCMO201809,34,St Louis,JCMO,Jefferson City,201809,1776,961953.36,189314.13,64,0.19680177633560114,1583.0
JCMO201810,34,St Louis,JCMO,Jefferson City,201810,1673,1104897.19,201521.77,83,0.1823896121955021,1934.0
JCMO201811,34,St Louis,JCMO,Jefferson City,201811,1352,839057.12,190394.34,56,0.22691463484631416,1595.0
JCMO201812,34,St Louis,JCMO,Jefferson City,201812,1156,1371763.39,194444.66,59,0.14174795844347474,1531.0
JCMO201901,34,St Louis,JCMO,Jefferson City,201901,1519,1058383.39,174560.69,91,0.1649314337784534,1871.0
JCMO201902,34,St Louis,JCMO,Jefferson City,201902,1648,1212325.32,244290.14,60,0.20150543420144026,1619.0
JCMO201903,34,St Louis,JCMO,Jefferson City,201903,1675,1547128.99,240067.14,59,0.15516944065536514,1718.0
KCMO201701,34,St Louis,KCMO,Kansas City,201701,5066,3871493.94,484382.97,97,0.12511525976972082,3567.0
KCMO201702,34,St Louis,KCMO,Kansas City,201702,5243,3306615.0,452046.52,91,0.13670975302537489,3564.0
KCMO201703,34,St Louis,KCMO,Kansas City,201703,5524,3287371.07,508465.75,145,0.15467245381580852,3916.0
KCMO201704,34,St Louis,KCMO,Kansas City,201704,3546,2623808.84,386384.15,101,0.14726078520262934,3344.0
KCMO201705,34,St Louis,KCMO,Kansas City,201705,4435,2736464.91,442253.88,111,0.16161503784822878,3691.0
KCMO201706,34,St Louis,KCMO,Kansas City,201706,4950,3855908.9,583736.65,104,0.1513875626055377,3632.0
KCMO201707,34,St Louis,KCMO,Kansas City,201707,4178,2590324.65,415883.63,101,0.16055270523716014,3025.0
KCMO201708,34,St Louis,KCMO,Kansas City,201708,5429,3108623.6,500238.04,122,0.16091946287739692,3616.0
KCMO201709,34,St Louis,KCMO,Kansas City,201709,4746,2666489.87,378981.37,78,0.1421274366213887,3145.0
KCMO201710,34,St Louis,KCMO,Kansas City,201710,4577,2698001.54,429608.92,106,0.15923227382590743,3429.0
KCMO201711,34,St Louis,KCMO,Kansas City,201711,3977,2558656.69,403598.14,106,0.15773829352620183,3046.0
KCMO201712,34,St Louis,KCMO,Kansas City,201712,4586,2253371.49,429532.61,88,0.1906177529564821,2844.0
KCMO201801,34,St Louis,KCMO,Kansas City,201801,4767,3000208.26,397530.04,108,0.13250081512674725,3634.0
KCMO201802,34,St Louis,KCMO,Kansas City,201802,4636,3869239.67,464328.75,89,0.12000516628632622,3307.0
KCMO201803,34,St Louis,KCMO,Kansas City,201803,5585,4127241.95,479448.65,88,0.11616683872870598,3785.0
KCMO201804,34,St Louis,KCMO,Kansas City,201804,4840,4245810.34,501849.6,111,0.11819877945843431,3421.0
KCMO201805,34,St Louis,KCMO,Kansas City,201805,4931,4422173.79,543432.97,109,0.12288819838534658,3805.0
KCMO201806,34,St Louis,KCMO,Kansas City,201806,5357,3317278.68,520597.37,99,0.15693507245523308,3692.0
KCMO201807,34,St Louis,KCMO,Kansas City,201807,5362,3628779.46,586890.34,118,0.1617321599367739,3645.0
KCMO201808,34,St Louis,KCMO,Kansas City,201808,6474,3395853.83,545600.97,157,0.16066680054953955,4187.0
KCMO201809,34,St Louis,KCMO,Kansas City,201809,5174,3815577.8,567500.73,81,0.1487325798991702,3359.0
KCMO201810,34,St Louis,KCMO,Kansas City,201810,6293,5074210.49,683881.56,94,0.1347759540814792,3988.0
KCMO201811,34,St Louis,KCMO,Kansas City,201811,5668,4435689.35,546346.23,84,0.12317053492485898,3137.0
KCMO201812,34,St Louis,KCMO,Kansas City,201812,4872,3829897.38,434523.94,120,0.11345576575213616,2866.0
KCMO201901,34,St Louis,KCMO,Kansas City,201901,5250,2976389.2,530134.63,112,0.17811334283836266,3567.0
KCMO201902,34,St Louis,KCMO,Kansas City,201902,5043,3659439.54,517676.06,93,0.14146320887159677,3525.0
KCMO201903,34,St Louis,KCMO,Kansas City,201903,7524,3900821.24,564084.09,109,0.1446064957337035,3843.0
LINE201701,34,St Louis,LINE,Lincoln,201701,681,2045218.45,252293.85,15,0.12335789851690415,959.0
LINE201702,34,St Louis,LINE,Lincoln,201702,845,1504513.64,200259.79,17,0.13310599829457181,869.0
LINE201703,34,St Louis,LINE,Lincoln,201703,1056,1619750.06,243138.81,27,0.15010884457074816,1048.0
LINE201704,34,St Louis,LINE,Lincoln,201704,811,2065900.06,271813.68,14,0.13157155336933385,904.0
LINE201705,34,St Louis,LINE,Lincoln,201705,804,2056488.5,251826.4,9,0.12245456271698091,1152.0
LINE201706,34,St Louis,LINE,Lincoln,201706,886,1950456.6,263803.4,13,0.13525212506651008,1022.0
LINE201707,34,St Louis,LINE,Lincoln,201707,784,1420355.89,185924.17,15,0.13089970711495413,1021.0
LINE201708,34,St Louis,LINE,Lincoln,201708,946,1720680.04,171345.95,23,0.09958036707393898,1130.0
LINE201709,34,St Louis,LINE,Lincoln,201709,629,1668639.07,197884.19,17,0.11859016941272986,916.0
LINE201710,34,St Louis,LINE,Lincoln,201710,986,2584222.95,278227.8,21,0.10766400785969336,1071.0
LINE201711,34,St Louis,LINE,Lincoln,201711,1033,836032.4,110988.15,25,0.1327557998948366,891.0
LINE201712,34,St Louis,LINE,Lincoln,201712,592,1450737.47,184008.52,11,0.12683791782120302,786.0
LINE201801,34,St Louis,LINE,Lincoln,201801,602,900544.35,125021.92,13,0.13882927587075528,1009.0
LINE201802,34,St Louis,LINE,Lincoln,201802,661,1359461.65,168396.63,22,0.12387008489720915,981.0
LINE201803,34,St Louis,LINE,Lincoln,201803,988,1325186.04,149312.55,21,0.11267289685605199,1109.0
LINE201804,34,St Louis,LINE,Lincoln,201804,1246,1789418.12,168997.21,13,0.09444254984966843,1143.0
LINE201805,34,St Louis,LINE,Lincoln,201805,1164,1568103.95,195465.01,39,0.12465054373468036,1126.0
LINE201806,34,St Louis,LINE,Lincoln,201806,1026,2115316.86,211450.17,14,0.09996146392933304,1208.0
LINE201807,34,St Louis,LINE,Lincoln,201807,685,1765595.64,198028.71,17,0.11215971851856182,1248.0
LINE201808,34,St Louis,LINE,Lincoln,201808,819,2356017.54,273249.34,15,0.11597933180073015,1259.0
LINE201809,34,St Louis,LINE,Lincoln,201809,813,1450140.59,141980.64,14,0.09790818971559165,1105.0
LINE201810,34,St Louis,LINE,Lincoln,201810,979,1821551.06,228812.8,14,0.12561426633849065,1293.0
LINE201811,34,St Louis,LINE,Lincoln,201811,1092,1860892.26,207734.05,21,0.11163142244462879,1144.0
LINE201812,34,St Louis,LINE,Lincoln,201812,906,2464928.62,206839.99,20,0.0839131763580237,1043.0
LINE201901,34,St Louis,LINE,Lincoln,201901,821,2024053.18,198457.51,22,0.09804955322369545,1341.0
LINE201902,34,St Louis,LINE,Lincoln,201902,711,1354982.48,155676.06,19,0.11489156671605082,1071.0
LINE201903,34,St Louis,LINE,Lincoln,201903,1029,1964880.56,203992.25,21,0.10381916038703136,1160.0
LRAR201701,34,St Louis,LRAR,Little Rock,201701,1367,893282.1,135548.26,35,0.15174182937282635,1839.0
LRAR201702,34,St Louis,LRAR,Little Rock,201702,1429,861453.94,143475.65,39,0.16655057611089458,1827.0
LRAR201703,34,St Louis,LRAR,Little Rock,201703,1745,1158013.72,201920.28,43,0.17436777864773484,1916.0
LRAR201704,34,St Louis,LRAR,Little Rock,201704,1738,937964.59,154546.89,35,0.16476836295067387,1795.0
LRAR201705,34,St Louis,LRAR,Little Rock,201705,2432,1299064.36,200753.76,74,0.15453719321496895,1967.0
LRAR201706,34,St Louis,LRAR,Little Rock,201706,2100,1271187.99,199330.16,63,0.15680620141793505,1996.0
LRAR201707,34,St Louis,LRAR,Little Rock,201707,1728,924485.06,171859.86,58,0.185897931114214,1948.0
LRAR201708,34,St Louis,LRAR,Little Rock,201708,3592,1739679.43,252345.26,54,0.145052735376655,2195.0
LRAR201709,34,St Louis,LRAR,Little Rock,201709,2052,1463821.11,209094.22,47,0.1428413749272956,1836.0
LRAR201710,34,St Louis,LRAR,Little Rock,201710,2338,1626851.28,244417.16,55,0.15023939987925633,1963.0
LRAR201711,34,St Louis,LRAR,Little Rock,201711,1749,1015106.68,155051.06,59,0.15274361114439713,1703.0
LRAR201712,34,St Louis,LRAR,Little Rock,201712,1189,1196519.94,161252.16,29,0.13476763287371543,1262.0
LRAR201801,34,St Louis,LRAR,Little Rock,201801,1866,1122950.87,163598.21,71,0.1456859906969928,1877.0
